id	start_ener	final_ener	rms
YWS	  -57.35	  -89.06	   0.707
YYQ	   31.04	   11.71	   0.707
04F	    0.70	  -12.30	   0.708
12E	   12.46	   -4.45	   0.708
1QS	  -17.38	  -32.49	   0.708
4Q9	  -58.12	  -72.74	   0.708
8UJ	  -71.85	  -88.42	   0.708
A2T	  -73.81	  -88.15	   0.708
B75	 -362.12	 -404.45	   0.708
JJ4	  -53.53	  -63.22	   0.708
O75	   19.77	    5.67	   0.708
OJO	    7.71	   -3.79	   0.708
P98	   11.28	   -0.72	   0.708
RDM	  -39.08	  -47.56	   0.708
UCE	    7.22	  -15.81	   0.708
W5P	    4.88	  -13.45	   0.708
XVM	  -44.82	  -77.63	   0.708
XWG	   49.79	   26.86	   0.708
Y6D	   14.37	   -1.75	   0.708
YC1	   61.93	   50.73	   0.708
21X	  -77.34	  -97.17	   0.709
3E0	   27.08	   13.41	   0.709
4DL	 -134.03	 -158.99	   0.709
6QR	   30.70	    4.90	   0.709
A97	  -73.36	  -96.04	   0.709
DBV	 -120.65	 -168.24	   0.709
IIX	  -31.76	 -111.08	   0.709
KSG	  121.98	   84.35	   0.709
R36	  -40.95	  -56.06	   0.709
ROZ	  -40.26	  -50.44	   0.709
RVL	    1.80	  -15.87	   0.709
S3I	 -116.83	 -130.39	   0.709
SZC	  -69.04	  -87.22	   0.709
T5R	  -38.29	  -56.18	   0.709
VOO	  -13.14	  -39.87	   0.709
Z63	 -231.69	 -243.48	   0.709
06I	 -100.22	 -129.83	   0.710
3FT	  -41.18	  -64.37	   0.710
3OE	  -61.55	  -78.81	   0.710
3X5	   46.03	   31.75	   0.710
7JC	 -176.09	 -193.08	   0.710
7YL	  -51.98	  -59.73	   0.710
B8Z	  -16.42	  -38.30	   0.710
BN8	  -19.63	  -40.88	   0.710
HY3	    6.44	   -2.54	   0.710
IZ7	  -22.14	  -41.92	   0.710
JYZ	  -51.96	  -65.89	   0.710
O5L	  -70.71	  -84.46	   0.710
VRR	  -15.77	  -21.37	   0.710
0VM	 -165.25	 -177.22	   0.711
20X	   16.85	   -0.05	   0.711
2AY	 -149.61	 -169.52	   0.711
2IJ	 -160.01	 -172.71	   0.711
4J6	 -221.65	 -259.09	   0.711
6OE	  -73.26	  -91.79	   0.711
7C3	   23.55	   15.55	   0.711
8DE	 -175.04	 -191.49	   0.711
A79	  -88.34	 -118.57	   0.711
BET	    0.24	   -5.62	   0.711
E0F	  -80.70	  -93.43	   0.711
E94	  -89.37	 -109.11	   0.711
EI8	 -107.06	 -120.18	   0.711
EU4	  -81.38	  -98.18	   0.711
GLR	   -6.19	  -19.85	   0.711
GXS	   50.15	   37.95	   0.711
I0M	   29.57	    3.73	   0.711
I1X	   -1.52	  -18.49	   0.711
KTI	  -47.47	  -65.51	   0.711
N9Y	   15.97	  -14.30	   0.711
ODH	   32.06	   23.19	   0.711
OIS	   -2.79	  -25.03	   0.711
PCA	  -26.69	  -34.02	   0.711
QDY	  -84.08	  -98.72	   0.711
T58	   58.58	   10.62	   0.711
W9J	 -111.82	 -123.44	   0.711
ZI8	  -26.34	  -40.26	   0.711
3W5	  -71.31	  -85.39	   0.712
7N5	   31.49	   24.24	   0.712
7PG	  111.71	   94.88	   0.712
7UC	  -60.93	  -81.05	   0.712
96Y	   41.46	   18.64	   0.712
B34	  -97.19	 -119.52	   0.712
BQM	    6.60	  -16.70	   0.712
CXT	 -148.39	 -183.52	   0.712
DXH	  -88.05	 -109.51	   0.712
EBK	 -118.96	 -143.53	   0.712
GOV	   -0.51	   -8.36	   0.712
HUD	  -28.65	  -48.91	   0.712
JIT	   48.45	   27.02	   0.712
KKD	  -95.14	 -110.87	   0.712
O8S	  -86.70	 -120.08	   0.712
P33	   96.17	   83.80	   0.712
QFN	   30.85	    1.77	   0.712
R6G	 -164.21	 -181.25	   0.712
RGF	  -71.83	  -98.27	   0.712
RMJ	  -58.66	  -74.92	   0.712
TWH	  -67.99	  -82.12	   0.712
Z6V	 -271.25	 -287.16	   0.712
1GG	  -65.45	  -91.52	   0.713
1UH	  -33.80	  -55.18	   0.713
4JK	  -24.34	  -41.32	   0.713
5G7	  -40.87	  -48.57	   0.713
B1E	  -99.29	 -112.42	   0.713
C1T	   88.46	   66.42	   0.713
G58	   -5.09	  -23.75	   0.713
JKG	  -31.09	  -37.76	   0.713
KN4	 -126.61	 -137.80	   0.713
MZ2	  -70.41	  -90.92	   0.713
QQU	   18.16	  -13.03	   0.713
S7O	   -2.91	  -26.64	   0.713
Y0O	  -74.05	  -79.60	   0.713
355	  -59.39	  -81.28	   0.714
4BA	 -109.32	 -128.91	   0.714
4CY	    7.75	  -12.99	   0.714
7A5	 -163.93	 -183.56	   0.714
AT8	  -20.92	  -29.91	   0.714
DXB	   17.60	   -2.25	   0.714
KJV	   -6.29	  -23.19	   0.714
M29	 -111.84	 -126.75	   0.714
N6Z	  -22.31	  -41.06	   0.714
N7B	    2.82	  -28.81	   0.714
NU7	    8.92	   -5.58	   0.714
OE6	  -17.65	  -25.91	   0.714
PB0	   54.41	   28.41	   0.714
SSW	   35.49	   14.14	   0.714
UP2	 -351.43	 -451.44	   0.714
V2X	    7.45	    0.86	   0.714
VWW	  -21.28	  -43.35	   0.714
X5J	 -281.27	 -322.46	   0.714
ZI9	  -47.44	  -58.78	   0.714
0XH	 -120.31	 -130.01	   0.715
1WW	  -81.92	  -92.19	   0.715
321	 -244.93	 -280.28	   0.715
387	  -92.71	 -101.39	   0.715
3GV	    4.36	  -24.32	   0.715
3QA	   -8.99	  -22.23	   0.715
516	   82.60	   59.45	   0.715
8EU	 -106.35	 -114.59	   0.715
8EY	 -121.35	 -131.81	   0.715
94U	  -15.22	  -32.85	   0.715
DU8	  -47.28	  -78.85	   0.715
ED4	  -10.84	  -40.11	   0.715
FMZ	   22.35	   -3.03	   0.715
H0L	   14.21	   -2.25	   0.715
H52	   -3.39	  -20.51	   0.715
H7K	   53.31	   29.62	   0.715
NT0	   29.20	   12.30	   0.715
O5G	   33.03	   10.29	   0.715
QT6	  -60.62	  -84.60	   0.715
SQV	  -67.03	  -80.59	   0.715
SZG	 -101.45	 -121.35	   0.715
T2D	 -126.79	 -137.43	   0.715
TFI	 -133.13	 -154.04	   0.715
TYW	  -38.87	  -51.23	   0.715
TZV	 -303.22	 -324.26	   0.715
VBN	  -58.99	  -93.03	   0.715
W9Z	   -9.45	  -22.06	   0.715
X88	  -47.40	  -58.32	   0.715
164	  -48.35	  -89.14	   0.716
3O2	    1.25	  -33.17	   0.716
7K9	 -119.57	 -151.55	   0.716
9PP	 -244.86	 -264.13	   0.716
E63	 -105.23	 -129.59	   0.716
E6K	 -114.11	 -145.74	   0.716
ENR	  -42.01	  -56.04	   0.716
FHK	 -152.17	 -165.12	   0.716
GSU	 -320.38	 -358.36	   0.716
GZS	 -113.88	 -137.43	   0.716
HEK	 -110.94	 -138.64	   0.716
HIN	  -12.88	  -24.77	   0.716
LLV	    0.92	  -19.73	   0.716
MYE	  -29.03	  -39.68	   0.716
MZ3	  -20.48	  -39.46	   0.716
VF9	   17.24	    8.02	   0.716
YR0	  -91.69	 -137.83	   0.716
1BK	 -116.05	 -133.87	   0.717
242	  -57.27	  -68.16	   0.717
66I	 -187.14	 -216.99	   0.717
700	   61.98	  -45.27	   0.717
7MV	   -5.19	  -18.06	   0.717
9W3	 -164.39	 -185.38	   0.717
C3I	   37.21	   19.03	   0.717
DC7	   24.24	    8.44	   0.717
FRW	   -0.79	  -21.94	   0.717
HXR	  -78.63	 -106.00	   0.717
IE4	  -52.41	  -83.70	   0.717
IP5	-1351.01	-1414.40	   0.717
J7W	 -153.16	 -174.30	   0.717
JHL	   74.80	   51.63	   0.717
JYO	  -42.48	  -64.62	   0.717
K6Y	  -28.85	  -51.78	   0.717
N5K	 -238.38	 -271.56	   0.717
Q8N	 -179.26	 -186.69	   0.717
RX3	  -84.68	 -116.25	   0.717
UWN	  -45.59	  -66.76	   0.717
V9W	 -114.20	 -136.32	   0.717
XA4	  -42.38	  -66.82	   0.717
Y6Z	  128.98	   74.30	   0.717
Y7L	 -354.60	 -387.75	   0.717
YJU	   17.81	   -4.44	   0.717
Z60	 -234.01	 -247.39	   0.717
1BJ	  -38.60	  -54.90	   0.718
6WH	    6.45	  -13.30	   0.718
7KK	 -109.70	 -124.58	   0.718
ERP	   66.88	   44.09	   0.718
H09	   49.00	   27.42	   0.718
L77	  -86.40	 -101.53	   0.718
NTA	  -49.55	  -66.97	   0.718
OWF	    9.70	   -2.93	   0.718
T4I	 -127.47	 -145.88	   0.718
T4W	    0.23	   -8.96	   0.718
UDO	   15.80	   -3.51	   0.718
X3D	  -74.08	  -95.23	   0.718
2VC	 -203.90	 -228.87	   0.719
356	 -165.83	 -182.22	   0.719
3V5	 -101.80	 -135.21	   0.719
FUI	   21.05	    2.22	   0.719
JI0	 -272.10	 -296.99	   0.719
LX4	   27.47	   15.63	   0.719
QO4	  -33.79	  -57.59	   0.719
QXI	   43.39	   17.66	   0.719
RQ5	  -83.23	  -97.42	   0.719
S41	   72.40	   49.64	   0.719
SNS	  -32.96	  -54.32	   0.719
VVH	  -23.68	  -39.93	   0.719
VWR	  -58.98	  -63.89	   0.719
XR8	    9.93	   -8.29	   0.719
XYY	 -101.36	 -125.65	   0.719
052	   -9.25	  -35.52	   0.720
0X5	 -100.40	 -109.57	   0.720
14Y	    9.68	    2.80	   0.720
15Y	 -123.44	 -132.63	   0.720
26S	  -76.12	 -106.61	   0.720
3GJ	   26.39	    7.40	   0.720
9P8	  226.87	  179.82	   0.720
C5I	   -6.09	  -30.26	   0.720
C63	  -71.27	  -81.46	   0.720
CI7	 -136.27	 -155.20	   0.720
EW0	 -194.06	 -213.88	   0.720
F83	  -88.98	 -100.84	   0.720
FBX	 -104.38	 -118.00	   0.720
FQN	   -6.05	  -28.85	   0.720
G23	  -50.60	  -66.47	   0.720
HVI	  -87.51	 -111.47	   0.720
IHZ	  -39.62	  -53.51	   0.720
KE8	  -26.81	  -48.40	   0.720
LBV	  -56.47	 -119.01	   0.720
OEM	  -39.53	  -60.04	   0.720
QQY	  -25.42	  -47.09	   0.720
RBX	  -84.55	 -112.06	   0.720
V0M	   -9.84	  -27.58	   0.720
YXD	   12.25	   -6.35	   0.720
ZY3	  -94.53	 -115.63	   0.720
649	 -166.65	 -193.57	   0.721
8S4	  -18.05	  -23.98	   0.721
BI7	   57.91	   31.73	   0.721
DIG	   69.84	   59.45	   0.721
EYP	  -67.18	 -106.89	   0.721
GEG	  -67.93	  -86.47	   0.721
GGE	   21.63	    6.13	   0.721
H77	  -41.22	  -60.13	   0.721
I7R	   84.13	   58.22	   0.721
IH3	 -129.39	 -147.71	   0.721
J8H	  -77.71	 -105.11	   0.721
JON	  -36.38	  -52.30	   0.721
L39	   76.48	   53.35	   0.721
LV0	    5.45	   -6.10	   0.721
NCC	 -181.86	 -230.16	   0.721
RBT	   19.99	  -38.34	   0.721
WJG	  -17.51	  -22.58	   0.721
Z96	   -0.53	  -20.94	   0.721
1X5	  -74.12	  -89.85	   0.722
6MD	   29.21	    6.66	   0.722
8HN	 -162.47	 -206.13	   0.722
C5S	 -111.08	 -125.36	   0.722
ESN	  -44.09	  -61.45	   0.722
GSN	  -66.06	  -81.31	   0.722
GX4	   23.56	    7.95	   0.722
HTB	  -17.94	  -30.24	   0.722
ITA	  -70.61	  -90.27	   0.722
L5J	  -58.62	  -92.06	   0.722
M82	    6.23	   -7.04	   0.722
P4C	   99.07	   86.85	   0.722
Q1R	  -30.68	  -40.83	   0.722
R99	  -40.52	  -61.50	   0.722
S0T	 -116.54	 -140.16	   0.722
TZI	  -32.78	  -47.96	   0.722
WOK	   40.52	   15.05	   0.722
WRC	   20.29	    5.22	   0.722
XPC	  -46.89	  -68.53	   0.722
YKF	   -8.24	  -22.38	   0.722
5RC	    4.30	  -26.53	   0.723
7KB	    6.55	  -12.08	   0.723
825	 -107.35	 -126.54	   0.723
9EK	   46.17	   13.32	   0.723
E67	 -121.67	 -140.94	   0.723
E79	  -62.58	  -86.66	   0.723
FPU	 -108.70	 -126.56	   0.723
FZE	  -70.33	  -86.35	   0.723
IQJ	  -27.29	 -110.86	   0.723
J5N	   71.76	   45.22	   0.723
JRA	 -105.21	 -157.01	   0.723
KH1	  -11.58	  -26.60	   0.723
LR7	 -462.51	 -515.53	   0.723
MXB	  -18.67	  -34.70	   0.723
S2F	  -30.73	  -57.95	   0.723
T92	  -46.98	  -67.87	   0.723
UM0	   -5.42	  -29.47	   0.723
VGQ	  -50.10	  -64.76	   0.723
VQP	 -111.02	 -127.80	   0.723
ZI2	   76.04	   61.28	   0.723
3BJ	 -127.62	 -151.41	   0.724
44T	  -29.07	  -51.03	   0.724
472	 -123.55	 -134.39	   0.724
AY1	  -30.91	  -53.18	   0.724
CMS	 -108.25	 -120.62	   0.724
D7M	  -65.40	  -77.30	   0.724
F2S	    5.55	  -29.11	   0.724
MAE	 -138.35	 -151.16	   0.724
OGS	  -34.72	  -52.09	   0.724
OWD	   15.12	  -10.07	   0.724
R5H	  -48.45	  -80.10	   0.724
RXV	    6.05	  -10.87	   0.724
SAC	  -45.19	  -53.22	   0.724
VLE	   17.67	  -14.04	   0.724
VR9	   33.30	   12.75	   0.724
VZG	    6.89	  -18.78	   0.724
X1W	  -60.11	  -89.88	   0.724
XQE	  -39.03	  -64.35	   0.724
XQL	  -63.96	  -91.78	   0.724
ZQ1	  -94.53	 -109.88	   0.724
2RY	   39.61	   18.45	   0.725
5KH	   50.75	   34.07	   0.725
5XH	  -86.69	 -106.45	   0.725
63W	 -142.82	 -156.02	   0.725
6IZ	   24.92	  -14.65	   0.725
AWI	  -77.15	  -96.05	   0.725
E31	  -50.40	  -59.08	   0.725
F7A	    5.42	   -3.87	   0.725
GOB	 -164.20	 -196.49	   0.725
IY8	 -115.37	 -132.01	   0.725
JPQ	  -46.68	  -59.89	   0.725
N1X	   22.28	   16.96	   0.725
NGF	   72.93	   43.91	   0.725
OCP	 -194.95	 -209.20	   0.725
OMM	  -19.61	  -37.06	   0.725
OZP	  -27.09	  -56.25	   0.725
P6R	   18.80	    6.97	   0.725
QHF	  -61.73	  -88.71	   0.725
QX5	 -213.63	 -235.21	   0.725
TPR	   -9.31	  -26.43	   0.725
U19	  -56.61	  -74.50	   0.725
0GG	  -17.30	  -32.04	   0.726
19B	   40.82	   19.85	   0.726
8CS	 -260.57	 -294.83	   0.726
CDT	 -108.97	 -120.63	   0.726
DO3	   82.98	   51.99	   0.726
KMK	  -69.48	  -94.97	   0.726
KYY	  -75.51	  -87.45	   0.726
PZC	  129.25	   79.87	   0.726
R08	   -3.26	  -25.78	   0.726
SWJ	   49.45	   39.85	   0.726
W1V	  -44.45	  -59.76	   0.726
WLN	 -147.39	 -162.60	   0.726
XSN	  -33.28	  -53.91	   0.726
21M	  -92.70	 -108.08	   0.727
5VT	  -59.82	  -74.59	   0.727
5WQ	   42.19	  -13.43	   0.727
I6T	   55.38	    5.18	   0.727
IW8	   75.28	   48.36	   0.727
JTL	   11.95	    3.43	   0.727
KY9	  -33.85	  -59.85	   0.727
MYV	  110.57	   81.03	   0.727
PP0	   17.86	   -1.34	   0.727
VS9	 2664.12	  -12.75	   0.727
YSP	 -105.86	 -134.98	   0.727
0VO	  -29.09	  -42.11	   0.728
1N3	 -113.71	 -127.51	   0.728
5VK	  -30.19	  -39.49	   0.728
67G	   -4.84	  -22.12	   0.728
COI	   31.27	   23.27	   0.728
EYW	  -42.49	  -58.79	   0.728
FIL	   -5.58	  -22.30	   0.728
GGF	 -523.24	 -563.65	   0.728
IYL	 -106.11	 -137.31	   0.728
K3R	  -58.62	  -81.39	   0.728
K81	  -64.18	  -84.46	   0.728
KZ3	   84.63	   67.21	   0.728
LK4	 -118.26	 -148.39	   0.728
OKO	  -29.40	  -52.21	   0.728
RF8	  -61.46	  -86.63	   0.728
SU0	 -187.62	 -208.48	   0.728
U2E	   44.36	   23.03	   0.728
UP3	 -389.34	 -506.73	   0.728
X9Z	  166.04	   77.44	   0.728
XVY	  -51.26	  -85.20	   0.728
Y94	  -55.48	  -67.96	   0.728
YK1	 -194.35	 -215.82	   0.728
5NM	  -26.24	  -39.35	   0.729
7LR	 -229.26	 -245.35	   0.729
ACJ	  -20.48	  -31.80	   0.729
AM7	  -34.66	  -60.18	   0.729
CW9	   46.91	   17.06	   0.729
GT9	   26.51	   15.67	   0.729
H5O	   20.87	   -5.05	   0.729
HNU	  -53.34	  -64.62	   0.729
IH1	 -165.29	 -183.66	   0.729
JN5	  -86.53	  -98.37	   0.729
KOX	 -145.29	 -154.04	   0.729
KUD	   -2.84	  -25.58	   0.729
LNG	  -25.27	  -43.03	   0.729
MF8	 -456.80	 -475.11	   0.729
NCD	 -161.98	 -180.53	   0.729
P0I	   15.50	   -2.62	   0.729
POW	   -7.07	  -23.21	   0.729
Q0G	 -201.06	 -222.71	   0.729
RY4	 -145.73	 -156.75	   0.729
Y5H	   31.50	   10.93	   0.729
0UN	  -18.10	  -40.47	   0.730
10B	   62.21	   35.53	   0.730
1BI	  -45.80	  -81.59	   0.730
5KC	   22.82	    5.10	   0.730
8SH	  -53.75	  -71.23	   0.730
B9T	    1.55	  -11.49	   0.730
BZK	   22.85	    9.43	   0.730
ED8	  -58.96	  -82.65	   0.730
ERB	   73.73	   29.85	   0.730
HQM	  -75.80	  -94.70	   0.730
IEN	   59.66	   30.72	   0.730
KKT	 -193.41	 -205.32	   0.730
MF6	 -288.09	 -347.07	   0.730
NB0	   17.94	   -2.41	   0.730
NCK	  -49.82	  -71.92	   0.730
NRS	  -31.54	  -44.11	   0.730
P0X	   25.51	    4.78	   0.730
PMZ	   27.02	   13.14	   0.730
U9W	  -19.78	  -31.01	   0.730
UAW	  -33.95	  -45.78	   0.730
V66	  -92.16	 -112.88	   0.730
Z31	 -203.81	 -216.87	   0.730
20U	   25.45	    3.13	   0.731
3Z6	  -28.74	  -46.26	   0.731
5S7	  -87.89	 -103.87	   0.731
7YY	 -264.67	 -291.80	   0.731
98J	  -85.80	 -107.38	   0.731
9JO	  -47.61	  -77.82	   0.731
BBB	 -183.00	 -196.11	   0.731
ICJ	    6.24	  -10.67	   0.731
LIU	 -262.72	 -288.01	   0.731
M0X	   10.38	   -4.52	   0.731
M4F	  -47.03	  -57.69	   0.731
MGU	   86.87	   50.14	   0.731
OQ6	  -13.12	  -33.51	   0.731
RNR	  -33.03	  -55.06	   0.731
S88	    6.50	   -6.39	   0.731
SAI	    9.69	  -15.82	   0.731
U76	  -41.42	  -63.48	   0.731
UCD	   33.01	    7.16	   0.731
UL4	  -47.93	  -58.79	   0.731
W74	 -155.59	 -171.57	   0.731
235	  -72.68	  -94.37	   0.732
2M6	  247.51	  188.47	   0.732
DM3	   69.55	   20.19	   0.732
G0F	 -274.35	 -298.90	   0.732
GMN	   49.31	   27.33	   0.732
I8A	   19.11	  -26.31	   0.732
K23	   12.94	  -13.14	   0.732
L28	 -105.05	 -132.59	   0.732
L5Z	  -18.79	  -31.26	   0.732
MV6	    5.55	   -2.39	   0.732
RY8	 -105.10	 -128.32	   0.732
UXW	  -12.45	  -39.27	   0.732
XLW	 -142.97	 -152.13	   0.732
XOH	  -77.19	 -108.02	   0.732
16O	   22.20	    5.72	   0.733
2F5	  160.18	  135.84	   0.733
6Z4	 -133.46	 -156.29	   0.733
8LA	    5.89	  -19.95	   0.733
BFK	 -126.54	 -149.38	   0.733
BYU	 -182.03	 -212.07	   0.733
CSC	   -7.33	  -39.24	   0.733
F1V	  -14.63	  -26.38	   0.733
FM1	   51.14	   33.80	   0.733
I2S	   69.92	   51.77	   0.733
IXW	   -7.93	  -14.47	   0.733
J3G	   26.63	   13.62	   0.733
KC7	  -30.18	  -55.39	   0.733
LGB	  -36.92	  -51.90	   0.733
LQD	   43.19	   28.65	   0.733
PVO	    0.06	  -11.12	   0.733
Q0F	  -36.91	  -70.89	   0.733
RGX	 -125.50	 -155.49	   0.733
RTE	  -51.81	  -63.90	   0.733
TMQ	 -326.05	 -348.02	   0.733
USC	 -250.83	 -260.22	   0.733
XUS	 -119.74	 -149.54	   0.733
Y44	  -74.69	  -90.96	   0.733
ZJX	   38.69	   23.44	   0.733
1JC	  -69.07	  -94.86	   0.734
1R8	   -5.31	  -24.25	   0.734
2R2	  102.64	   65.56	   0.734
6LT	    1.23	  -17.66	   0.734
74W	 -163.11	 -180.57	   0.734
9WA	  -59.60	  -81.96	   0.734
EKL	  -29.90	  -46.55	   0.734
EPD	  -20.44	  -47.79	   0.734
F1D	 -240.04	 -259.20	   0.734
FZS	   -0.16	  -40.88	   0.734
I6J	 -186.44	 -197.42	   0.734
IE7	   29.45	  -50.35	   0.734
J05	 -149.43	 -159.01	   0.734
L63	   17.87	    3.52	   0.734
LIC	 -107.31	 -126.54	   0.734
NC7	 -107.77	 -128.68	   0.734
QDS	   21.10	    5.76	   0.734
RRS	    8.45	  -10.81	   0.734
X9Q	   12.64	   -2.33	   0.734
YYJ	 -325.34	 -343.52	   0.734
14X	  -66.64	  -82.79	   0.735
15L	   72.28	   51.38	   0.735
367	 -132.22	 -153.49	   0.735
3UA	 -386.29	 -428.43	   0.735
3XD	  -64.48	  -77.11	   0.735
4OJ	 -225.85	 -249.97	   0.735
7DK	  -60.16	  -88.67	   0.735
AVF	  -93.71	 -123.83	   0.735
CRA	   36.59	   -7.46	   0.735
DBG	 -955.28	-1033.39	   0.735
GNP	 -965.99	-1026.34	   0.735
J9I	  -66.91	  -84.05	   0.735
JFR	  -31.29	  -54.22	   0.735
JZK	 -102.02	 -113.49	   0.735
KMT	   16.14	    8.36	   0.735
NEP	 -205.68	 -224.79	   0.735
OQI	    0.16	  -19.79	   0.735
QBA	    5.94	  -51.56	   0.735
QI4	   18.35	   10.47	   0.735
QQN	  -49.83	  -68.01	   0.735
R5X	   18.51	   -4.50	   0.735
S1L	   47.26	   26.88	   0.735
VOU	   11.74	   -6.15	   0.735
YCV	   33.33	   15.95	   0.735
ZHY	  -50.22	  -71.21	   0.735
190	   -3.15	  -17.77	   0.736
1MO	   55.37	   42.03	   0.736
3YD	 -322.45	 -354.33	   0.736
4EL	 -334.21	 -349.97	   0.736
5ZI	 -115.98	 -135.03	   0.736
74D	 -102.95	 -132.36	   0.736
885	 -103.90	 -124.09	   0.736
8BG	  -90.58	 -109.34	   0.736
CD9	   -1.65	  -14.39	   0.736
D2Q	 -154.30	 -170.23	   0.736
DZ2	  -15.51	  -24.82	   0.736
H0H	  -33.72	  -46.02	   0.736
IBJ	   52.02	   29.83	   0.736
P4B	  -81.32	  -91.21	   0.736
R1W	   17.39	   -7.40	   0.736
USH	   12.06	   -0.92	   0.736
UYH	  106.54	   79.84	   0.736
W8I	  -50.42	  -63.02	   0.736
WDE	 -127.01	 -148.27	   0.736
X47	   49.75	   28.37	   0.736
XHS	  -29.99	  -53.95	   0.736
18O	   29.18	   10.30	   0.737
22U	   49.56	   31.92	   0.737
2BJ	  -48.88	  -65.97	   0.737
464	  -47.03	  -82.08	   0.737
8YH	  -47.22	  -56.64	   0.737
927	   -4.66	  -22.74	   0.737
B28	 -251.38	 -279.36	   0.737
BQ2	   31.20	   21.37	   0.737
CAW	  -64.55	  -80.99	   0.737
FGD	 -461.08	 -491.02	   0.737
G9Z	    5.80	  -21.09	   0.737
H69	 -110.57	 -130.46	   0.737
J8Q	 -150.56	 -169.71	   0.737
JO9	  -17.15	  -36.26	   0.737
P1G	 -379.13	 -407.19	   0.737
QCH	  -68.26	 -100.17	   0.737
WPE	  -65.71	  -78.27	   0.737
XKQ	    2.60	  -22.80	   0.737
XOY	  -83.77	 -104.93	   0.737
XTW	   -6.36	  -15.47	   0.737
YAJ	   25.57	    9.16	   0.737
0ZE	 -113.15	 -139.62	   0.738
7HR	  -32.83	  -52.19	   0.738
8VV	   -9.74	  -25.96	   0.738
C05	    3.71	  -11.22	   0.738
FH0	  -28.24	  -51.32	   0.738
FLD	   28.67	    2.43	   0.738
H1A	   -1.90	  -10.38	   0.738
JWA	  -70.36	  -93.55	   0.738
MZ4	  -42.49	  -59.73	   0.738
OQJ	  -81.37	  -95.98	   0.738
P6Y	    5.05	   -9.21	   0.738
Q7B	  -38.84	  -49.14	   0.738
RCC	  -81.21	 -126.20	   0.738
UEC	  -86.60	 -114.55	   0.738
YRJ	 -251.00	 -283.20	   0.738
053	 -111.93	 -132.71	   0.739
2O8	  -34.58	  -40.31	   0.739
85K	   28.46	    5.96	   0.739
94Z	   -6.96	  -29.22	   0.739
ET1	    1.92	  -28.67	   0.739
EWF	 -183.64	 -204.79	   0.739
GQK	   50.41	   26.19	   0.739
LVA	  -76.06	  -99.18	   0.739
O96	  -23.89	  -40.34	   0.739
OHW	   61.55	   38.79	   0.739
PPX	  -25.13	  -41.86	   0.739
RAC	  -64.41	  -78.27	   0.739
RCR	  -20.83	  -45.11	   0.739
TRU	 -400.05	 -426.45	   0.739
X6C	   10.91	   -5.58	   0.739
YK3	  -86.31	 -111.56	   0.739
ZRG	 -278.37	 -289.45	   0.739
1M3	 -163.36	 -192.11	   0.740
230	   -8.06	  -30.99	   0.740
2XT	  116.44	   87.45	   0.740
527	 -183.54	 -204.39	   0.740
5XW	 -119.37	 -147.40	   0.740
79Y	   14.66	   -6.78	   0.740
857	  -97.99	 -121.46	   0.740
97F	  -47.59	  -60.61	   0.740
CL8	   -2.15	  -36.14	   0.740
DVZ	   35.72	 -122.19	   0.740
E7Q	   48.66	   28.61	   0.740
HEL	  -82.81	 -107.32	   0.740
JDJ	  119.17	  101.32	   0.740
KNZ	  -22.52	  -68.78	   0.740
Q0Q	  -79.84	  -90.36	   0.740
S20	 -293.99	 -303.92	   0.740
SCK	   61.86	   46.53	   0.740
VI8	  -94.09	 -100.83	   0.740
YB4	   34.10	    4.51	   0.740
YSG	 -106.89	 -136.50	   0.740
1BN	   -7.26	   -9.61	   0.741
6YN	   42.54	   12.91	   0.741
95B	 -136.47	 -151.37	   0.741
9T9	   -6.45	  -29.53	   0.741
BAB	 -244.48	 -263.98	   0.741
GMK	  -32.59	  -61.53	   0.741
H9D	   58.41	   15.27	   0.741
LIZ	   -2.81	  -54.84	   0.741
LL6	   -9.31	  -25.02	   0.741
QW6	  -20.63	  -41.68	   0.741
RUJ	  -14.31	  -34.38	   0.741
WFK	  -31.18	  -56.68	   0.741
Y2I	   12.41	  -14.43	   0.741
0A8	  -31.15	  -43.10	   0.742
0F0	  -77.63	  -96.63	   0.742
10U	  -48.11	  -67.57	   0.742
2EV	  -48.17	  -80.43	   0.742
2G7	 -151.31	 -168.44	   0.742
31B	 -383.20	 -434.36	   0.742
5QL	  -35.78	  -49.44	   0.742
91U	    6.60	   -9.76	   0.742
9O1	  -39.06	  -59.97	   0.742
CYB	 -178.16	 -209.63	   0.742
G1D	  -32.70	  -47.46	   0.742
ILF	  -47.97	  -72.37	   0.742
JOJ	  -45.56	  -50.74	   0.742
KU6	  -39.84	  -53.39	   0.742
NS1	    9.12	   -4.09	   0.742
O55	 -177.49	 -197.99	   0.742
R0N	  237.37	 -137.75	   0.742
RD6	  -20.03	  -43.73	   0.742
SI3	   42.55	   16.64	   0.742
WWC	   15.49	    3.00	   0.742
ZJF	    6.02	  -11.26	   0.742
3WD	   54.05	   24.69	   0.743
4A7	 -129.98	 -146.75	   0.743
7P0	 -140.20	 -156.51	   0.743
860	    8.14	   -1.52	   0.743
AJO	  -28.53	  -37.48	   0.743
AWQ	  -79.00	 -111.12	   0.743
C6O	   -5.02	  -46.15	   0.743
CNO	  -38.72	  -55.43	   0.743
F5O	  -66.74	 -102.26	   0.743
HU9	  -33.14	  -41.79	   0.743
L1Y	  -55.58	  -77.78	   0.743
RB9	   -6.27	  -31.72	   0.743
